,school_id,latitude,longitude,region,division,province,municipality,district
4738,106044,14.86734516,120.538831,Region III,Pampanga,Pampanga,Lubao,Lubao West
4739,105979,14.97867222,120.4997361,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca West
4740,105793,15.654832,120.95003899999999,Region III,Nueva Ecija,Nueva Ecija,Talavera,Talavera North
4741,104638,14.43369905,120.5226378,Region III,Bataan,Bataan,Mariveles,Mariveles
4742,105051,15.04081279,120.99000690000001,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso South
4743,158506,14.954627,121.15490700000001,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
4744,106267,14.81710082,120.62067659999998,Region III,Pampanga,Pampanga,Sasmuan (Sexmoan),Sasmuan
4745,104639,14.49737768,120.59815659999998,Region III,Bataan,Bataan,Mariveles,Mariveles
4746,106700,15.519702,120.658301,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac East
4747,106786,15.53559792,120.6888244,Region III,Tarlac,Tarlac,Victoria,Victoria West
4748,105095,15.14358177,120.9418149,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
4749,105881,15.14634602,120.7929288,Region III,Pampanga,Pampanga,Arayat,Arayat East
4750,106090,14.89176352,120.71514209999998,Region III,Pampanga,Pampanga,Macabebe,Macabebe East
4751,105301,15.539689,121.26581599999999,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
4752,104762,14.82985867,120.9438885,Region III,Bulacan,Bulacan,Bocaue,Bocaue
4753,107004,14.977394,120.43193799999999,Region III,Zambales,Zambales,Subic,Subic
4754,105853,15.404038,120.80686999999999,Region III,Nueva Ecija,Nueva Ecija,Zaragoza,Zaragoza
4755,158505,15.01385556,121.15341940000002,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
4756,106904,15.41181305,119.91733970000001,Region III,Zambales,Zambales,Palauig,Palauig
4758,106799,15.28652809,120.0335288,Region III,Zambales,Zambales,Botolan,Botolan South
4759,106464,15.60283073,120.6243145,Region III,Tarlac,Tarlac,Gerona,Gerona South
4760,104943,14.95557,121.08501399999999,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
4761,104463,15.82722222,121.52444440000001,Region III,Aurora,Aurora,Dipaculao,Dipaculao
4762,105332,15.299534,120.94509599999999,Region III,Gapan City,Nueva Ecija,City Of Gapan,Gapan South
4763,104713,14.940493,121.040443,Region III,Bulacan,Bulacan,Angat,Angat
4764,105834,15.778956,120.81111100000001,Region III,Nueva Ecija,Nueva Ecija,Talugtug,Talugtug
4765,106989,15.727502,119.909668,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz South
4766,104931,14.73272819,120.9534582,Region III,Meycauayan City,Bulacan,City Of Meycauayan,Meycauayan West
4767,104640,14.488669,120.607491,Region III,Bataan,Bataan,Mariveles,Mariveles
4768,104487,15.79833333,121.43833329999998,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
4769,106146,14.87468064,120.708929,Region III,Pampanga,Pampanga,Masantol,Masantol
4770,106147,14.86935399,120.706402,Region III,Pampanga,Pampanga,Masantol,Masantol
4771,159514,15.023334,120.836174,Region III,Pampanga,Pampanga,San Luis,San Luis
4772,106288,15.00721,120.59256,Region III,Pampanga,Pampanga,Santa Rita,Sta. Rita
4773,106960,14.987178,120.08304199999999,Region III,Zambales,Zambales,San Narciso,San Narciso
4774,105348,15.580996,121.04831440000001,Region III,Nueva Ecija,Nueva Ecija,General Mamerto Natividad,Gen. M. Natividad
4775,107024,15.14086258,120.6001418,Region III,Angeles City,Pampanga,Angeles City,East District
4776,105980,15.008609,120.526455,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca West
4777,106815,15.280739,120.00673700000002,Region III,Zambales,Zambales,Botolan,Botolan South
4778,106368,15.39968,120.59818600000001,Region III,Tarlac,Tarlac,Capas,Capas East
4779,107159,14.803896,121.02781200000001,Region III,San Jose del Monte City,Bulacan,City Of San Jose Del Monte,San Jose Del Monte West
4780,105257,15.758391,120.652827,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4781,104641,14.45365348,120.49386609999999,Region III,Bataan,Bataan,Mariveles,Mariveles
4782,105747,15.414942,120.908249,Region III,Nueva Ecija,Nueva Ecija,Santa Rosa,Sta. Rosa
4783,104494,15.758,121.4338,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
4784,105409,15.710307,120.753822,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba West
4785,105619,15.580241,120.813999,Region III,Nueva Ecija,Nueva Ecija,Quezon,Quezon
4786,105460,15.601789,121.165912,Region III,Nueva Ecija,Nueva Ecija,Laur,Laur
4787,105172,15.540498,120.901551,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
4788,105996,14.97478972,120.6468707,Region III,Pampanga,Pampanga,Guagua,Guagua East
4789,105096,15.10919041,121.0683504,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
4790,104420,16.2312,122.0244,Region III,Aurora,Aurora,Casiguran,Casiguran
4791,105173,15.52605,120.868528,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
4792,105258,15.752165,120.70054499999999,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4793,105536,15.742964,120.900667,Region III,Munoz Science City,Nueva Ecija,Science City Of Muñoz,Munoz
4794,106073,15.81305556,120.43805559999998,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat East
4795,105097,15.117614,120.985069,Region III,Bulacan,Bulacan,San Miguel,San Miguel South
4796,105638,15.659311,121.04213999999999,Region III,Nueva Ecija,Nueva Ecija,Rizal,Rizal
4797,106508,15.531181,120.376382,Region III,Tarlac,Tarlac,Mayantoc,Mayantoc
4798,158532,14.852467,121.08433500000001,Region III,Bulacan,Bulacan,Norzagaray,Norzagaray
4799,106800,15.31974,120.043976,Region III,Zambales,Zambales,Botolan,Botolan North
4800,106339,15.736649,120.438869,Region III,Tarlac,Tarlac,Camiling,Camiling East
4802,104675,14.616036,120.565712,Region III,Bataan,Bataan,Orion,Orion
4803,106840,15.59960338,119.92595700000001,Region III,Zambales,Zambales,Candelaria,Candelaria
4804,104987,14.781751,120.78431699999999,Region III,Bulacan,Bulacan,Paombong,Paombong
4805,104763,14.7938974,120.930765,Region III,Bulacan,Bulacan,Bocaue,Bocaue
4806,104650,14.68246308,120.2680419,Region III,Bataan,Bataan,Morong,Morong
4807,106689,15.476657,120.60446,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac Central
4808,105237,15.963362,121.11371100000001,Region III,Nueva Ecija,Nueva Ecija,Carranglan,Carranglan
4810,106816,15.2353574,120.01434850000001,Region III,Zambales,Zambales,Botolan,Botolan South
4811,105001,14.901325,120.8904508,Region III,Bulacan,Bulacan,Plaridel,Plaridel
4812,104543,14.493398,120.38775600000001,Region III,Bataan,Bataan,Bagac,Bagac
4813,104961,14.71702417,120.90884299999999,Region III,Bulacan,Bulacan,Obando,Obando
4814,104544,14.63191502,120.42811979999999,Region III,Bataan,Bataan,Bagac,Bagac
4816,106357,15.65809184,120.36181210000001,Region III,Tarlac,Tarlac,Camiling,Camiling West
4817,107063,15.4967176,120.9780828,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City East District
4818,105901,15.15274805,120.72361979999998,Region III,Pampanga,Pampanga,Arayat,Arayat West
4819,104944,14.88214646,121.0612409,Region III,Bulacan,Bulacan,Norzagaray,Norzagaray
4820,104625,14.57021427,120.5825729,Region III,Bataan,Bataan,Limay,Limay
4821,105694,15.811386,120.99658000000001,Region III,San Jose City,Nueva Ecija,San Jose City,San Jose City East
4822,104554,14.663683,120.53759299999999,Region III,Balanga City,Bataan,City Of Balanga (Capital),Balanga City West
4823,106358,15.68898083,120.3877652,Region III,Tarlac,Tarlac,Camiling,Camiling West
4824,106359,15.66769399,120.3847826,Region III,Tarlac,Tarlac,Camiling,Camiling West
4825,106932,15.055605,120.070947,Region III,Zambales,Zambales,San Felipe,San Felipe
4827,105964,14.92175209,120.48041440000002,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca East
4828,158518,14.801151,120.945633,Region III,Bulacan,Bulacan,Bocaue,Bocaue
4829,106990,15.741216,119.87546499999999,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz South
4830,106991,15.74038,119.881996,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz South
4831,104784,14.95447108,120.9391384,Region III,Bulacan,Bulacan,Bustos,Bustos
4832,104785,14.9503727,120.9339875,Region III,Bulacan,Bulacan,Bustos,Bustos
4833,105197,15.627612,121.14063200000001,Region III,Nueva Ecija,Nueva Ecija,Bongabon,Bongabon
4834,105259,15.808071,120.74258799999998,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4835,104464,16.0187,121.6634,Region III,Aurora,Aurora,Dipaculao,Dipaculao
4836,105491,15.645281,120.959644,Region III,Nueva Ecija,Nueva Ecija,Llanera,Llanera
4837,106666,15.633892,120.46408600000001,Region III,Tarlac,Tarlac,Santa Ignacia,Sta. Ignacia
4838,106801,15.28931897,120.0247729,Region III,Zambales,Zambales,Botolan,Botolan North
4839,106817,15.28669414,120.0239568,Region III,Zambales,Zambales,Botolan,Botolan South
4840,107119,14.84752869,120.33215990000002,Region III,Olongapo City,Zambales,Olongapo City,Olongapo City District I
4841,105349,15.567316,121.08614299999999,Region III,Nueva Ecija,Nueva Ecija,General Mamerto Natividad,Gen. M. Natividad
4842,106575,15.63467859,120.5270737,Region III,Tarlac,Tarlac,Paniqui,Paniqui South
4843,105769,15.616569,120.895744,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
4844,105029,15.08781089,120.99499920000001,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso North
4845,105030,15.09695054,121.01333249999999,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso North
4846,106119,15.23438333,120.6736389,Region III,Pampanga,Pampanga,Magalang,Magalang North
4847,106818,15.258212,120.031204,Region III,Zambales,Zambales,Botolan,Botolan South
4848,105174,15.502494,120.87166699999999,Region III,Nueva Ecija,Nueva Ecija,Aliaga,Aliaga
4849,105260,15.824738,120.65768200000001,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4850,105143,14.801716,120.988518,Region III,Bulacan,Bulacan,Santa Maria,Sta. Maria
4851,106165,15.166392,120.66376899999999,Region III,Pampanga,Pampanga,Mexico,Mexico North
4852,106592,15.62949451,120.673281,Region III,Tarlac,Tarlac,Pura,Pura
4853,106733,15.426396,120.616193,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac South
4854,160507,14.933333,120.199997,Region III,Zambales,Zambales,Castillejos,Castillejos
4855,106445,15.626979,120.582051,Region III,Tarlac,Tarlac,Gerona,Gerona North
4856,106382,15.3693637,120.4243183,Region III,Tarlac,Tarlac,Capas,Capas West
4857,105902,15.19226,120.67073799999999,Region III,Pampanga,Pampanga,Arayat,Arayat West
4858,158517,14.813777,120.76015500000001,Region III,Bulacan,Bulacan,Hagonoy,Hagonoy West
4859,105067,15.190216,120.972022,Region III,Bulacan,Bulacan,San Miguel,San Miguel North
4860,105302,15.476243,121.298363,Region III,Nueva Ecija,Nueva Ecija,Gabaldon (Bitulok & Sabani),Gabaldon
4862,104797,14.89827012,120.7928855,Region III,Bulacan,Bulacan,Calumpit,Calumpit
4863,106945,14.96506,120.31298100000001,Region III,Zambales,Zambales,San Marcelino,San Marcelino
4864,106715,15.51378,120.61401200000002,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac North
4865,105031,15.04165,121.0110111,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso North
4866,105794,15.683526,120.970047,Region III,Nueva Ecija,Nueva Ecija,Talavera,Talavera North
4867,106200,14.952772,120.67325600000001,Region III,Pampanga,Pampanga,Minalin,Minalin
4868,106148,14.84392476,120.68036780000001,Region III,Pampanga,Pampanga,Masantol,Masantol
4869,107167,15.0819525,120.6637568,Region III,San Fernando City,Pampanga,City Of San Fernando (Capital),San Fernando East
4870,106465,15.56527029,120.6147337,Region III,Tarlac,Tarlac,Gerona,Gerona South
4871,106905,15.41604155,119.95509569999999,Region III,Zambales,Zambales,Palauig,Palauig
4872,106977,15.774333,119.920143,Region III,Zambales,Zambales,Santa Cruz,Sta. Cruz North
4873,104865,14.85845,120.800804,Region III,Malolos City,Bulacan,City Of Malolos  (Capital),North District
4874,105068,15.16601808,120.9948835,Region III,Bulacan,Bulacan,San Miguel,San Miguel North
4875,107073,15.549011,120.964025,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City North District
4876,105660,15.276651,120.861626,Region III,Nueva Ecija,Nueva Ecija,San Antonio,San Antonio
4877,106787,15.56842772,120.66545430000001,Region III,Tarlac,Tarlac,Victoria,Victoria West
4878,105069,15.21987972,120.9538852,Region III,Bulacan,Bulacan,San Miguel,San Miguel North
4879,104798,14.908698,120.745071,Region III,Bulacan,Bulacan,Calumpit,Calumpit
4880,105032,15.082284,121.016756,Region III,Bulacan,Bulacan,San Ildefonso,San Ildefonso North
4881,104764,14.78966018,120.941271,Region III,Bulacan,Bulacan,Bocaue,Bocaue
4882,106888,15.533597,119.94985700000001,Region III,Zambales,Zambales,Masinloc,Masinloc
4883,104866,14.863,120.84299999999999,Region III,Malolos City,Bulacan,City Of Malolos  (Capital),North District
4885,104765,14.78817952,120.93214499999999,Region III,Bulacan,Bulacan,Bocaue,Bocaue
4886,105376,15.666301,120.835827,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
4887,104972,14.86256972,120.93596529999999,Region III,Bulacan,Bulacan,Pandi,Pandi
4888,105239,16.029753,121.090249,Region III,Nueva Ecija,Nueva Ecija,Carranglan,Carranglan
4889,105261,15.761852,120.69611100000002,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4890,105519,15.80932,120.87356899999999,Region III,Nueva Ecija,Nueva Ecija,Lupao,Lupao
4891,105770,15.619472,120.87552600000001,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
4892,106545,15.735756,120.577156,Region III,Tarlac,Tarlac,Moncada,Moncada South
4893,106576,15.67982386,120.4781905,Region III,Tarlac,Tarlac,Paniqui,Paniqui South
4894,106627,15.49550255,120.4049072,Region III,Tarlac,Tarlac,San Jose,San Jose
4896,105795,15.618179,120.928348,Region III,Nueva Ecija,Nueva Ecija,Talavera,Talavera North
4897,160010,15.22493185,120.48564429999999,Region III,Tarlac,Tarlac,Bamban,Bamban
4898,104729,14.824068,120.904716,Region III,Bulacan,Bulacan,Balagtas (Bigaa),Balagtas
4899,105350,15.549736,120.98773500000001,Region III,Nueva Ecija,Nueva Ecija,General Mamerto Natividad,Gen. M. Natividad
4900,104730,14.834676,120.90469399999999,Region III,Bulacan,Bulacan,Balagtas (Bigaa),Balagtas
4901,106734,15.414126,120.600443,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac South
4902,104786,14.95579851,120.9189759,Region III,Bulacan,Bulacan,Bustos,Bustos
4903,157513,15.376181,121.38843500000002,Region III,Aurora,Aurora,Dingalan,Dingalan
4905,157507,16.308029,122.095444,Region III,Aurora,Aurora,Casiguran,Casiguran
4906,106735,15.433397,120.64738799999999,Region III,Tarlac City,Tarlac,City Of Tarlac (Capital),Tarlac South
4907,105280,15.804646,120.652557,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4908,105736,15.375708,120.925748,Region III,Nueva Ecija,Nueva Ecija,San Leonardo,San Leonardo
4909,105144,14.86528319,120.9983616,Region III,Bulacan,Bulacan,Santa Maria,Sta. Maria
4910,106667,15.600863,120.41866100000001,Region III,Tarlac,Tarlac,Santa Ignacia,Sta. Ignacia
4911,105718,15.774141,120.965391,Region III,San Jose City,Nueva Ecija,San Jose City,San Jose City West
4912,105913,15.22236529,120.6290513,Region III,Pampanga,Pampanga,Magalang,Bacolor
4913,159513,15.005458,120.666634,Region III,Pampanga,Pampanga,Bacolor,Bacolor
4914,105377,15.632095,120.81401000000001,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
4915,106340,15.651651,120.42399099999999,Region III,Tarlac,Tarlac,Camiling,Camiling East
4916,107064,15.4906388,120.97583540000001,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City East District
4917,107109,15.4981805,120.9616898,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City West District
4918,106826,15.15960486,120.055872,Region III,Zambales,Zambales,Cabangan,Cabangan
4919,105965,14.95210278,120.52064170000001,Region III,Pampanga,Pampanga,Floridablanca,Floridablanca East
4920,105378,15.660762,120.81938500000001,Region III,Nueva Ecija,Nueva Ecija,Guimba,Guimba East
4922,105567,15.747379,120.64201299999999,Region III,Nueva Ecija,Nueva Ecija,Nampicuan,Nampicuan
4923,106563,15.66488157,120.55485870000001,Region III,Tarlac,Tarlac,Paniqui,Paniqui North
4924,104945,14.918221,121.15412099999999,Region III,Bulacan,Bulacan,Doña Remedios Trinidad,Dona Remedios Trinidad
4925,104642,14.45467948,120.5889176,Region III,Bataan,Bataan,Mariveles,Mariveles
4926,105914,15.222056,120.60878000000001,Region III,Pampanga,Pampanga,Bacolor,Bacolor
4927,159504,15.221686,120.60864299999999,Region III,Pampanga,Pampanga,Bacolor,Bacolor
4928,105216,15.248813,120.85973,Region III,Nueva Ecija,Nueva Ecija,Cabiao,Cabiao
4929,105263,15.770056,120.693698,Region III,Nueva Ecija,Nueva Ecija,Cuyapo,Cuyapo
4930,105538,15.753353,120.91411399999998,Region III,Munoz Science City,Nueva Ecija,Science City Of Muñoz,Munoz
4931,104488,15.808298,121.505044,Region III,Aurora,Aurora,Maria Aurora,Ma. Aurora
4932,104452,15.33277778,121.3725,Region III,Aurora,Aurora,Dingalan,Dingalan
4933,104555,14.62360055,120.46771509999998,Region III,Balanga City,Bataan,City Of Balanga (Capital),Balanga City West
4934,107097,15.520278,121.05194399999999,Region III,Cabanatuan City,Nueva Ecija,Cabanatuan City,Cabanatuan City South District
4936,105639,15.678643,121.10063000000001,Region III,Nueva Ecija,Nueva Ecija,Rizal,Rizal
4937,105771,15.585248,120.875755,Region III,Nueva Ecija,Nueva Ecija,Santo Domingo,Sto. Domingo
4938,106668,15.578921,120.42066899999999,Region III,Tarlac,Tarlac,Santa Ignacia,Sta. Ignacia
4939,106788,15.54442798,120.6804827,Region III,Tarlac,Tarlac,Victoria,Victoria West
4940,104973,14.9035885,120.9672916,Region III,Bulacan,Bulacan,Pandi,Pandi
4941,105903,15.147053,120.76284799999999,Region III,Pampanga,Pampanga,Arayat,Arayat West
4942,106062,15.23792,120.57155630000001,Region III,Mabalacat City,Pampanga,Mabalacat,Mabalacat North
4943,105597,15.780812,121.234517,Region III,Nueva Ecija,Nueva Ecija,Pantabangan,Pantabangan
4944,106669,15.647325,120.472474,Region III,Tarlac,Tarlac,Santa Ignacia,Sta. Ignacia
4945,106827,15.185942,120.054375,Region III,Zambales,Zambales,Cabangan,Cabangan
4946,106091,14.926296,120.72203799999998,Region III,Pampanga,Pampanga,Macabebe,Macabebe East
4947,106393,15.337043,120.70865400000001,Region III,Tarlac,Tarlac,Concepcion,Concepcion East
4948,159008,15.544977,121.08678700000002,Region III,Nueva Ecija,Nueva Ecija,Palayan City (Capital),Palayan City
4949,104867,14.844184,120.80448600000001,Region III,Malolos City,Bulacan,City Of Malolos  (Capital),North District
4950,105115,14.972538,120.93971100000002,Region III,Bulacan,Bulacan,San Rafael,San Rafael
